"Date","Price","Open","High","Low","Vol.","Change %"
"10/10/2024","171.20","169.50","173.25","168.00","8.15M","1.09%"
"10/09/2024","169.35","172.00","174.54","168.95","7.20M","-1.37%"
"10/08/2024","171.70","169.10","174.54","168.50","16.68M","1.48%"
"10/07/2024","169.19","154.99","169.80","154.60","20.72M","9.52%"
"10/04/2024","154.49","150.00","155.80","149.02","11.58M","2.99%"
"10/03/2024","150.00","148.45","150.00","147.90","5.35M","1.35%"
"10/02/2024","148.00","145.20","148.45","144.71","5.43M","1.58%"
"10/01/2024","145.70","143.80","146.75","142.71","5.72M","1.25%"
"09/30/2024","143.90","144.46","144.60","142.50","2.60M","-0.07%"
"09/27/2024","144.00","143.75","144.59","142.80","3.49M","0.70%"
"09/26/2024","143.00","145.50","146.20","142.95","9.86M","-1.16%"
"09/25/2024","144.68","139.80","144.85","139.06","12.71M","3.71%"
"09/24/2024","139.51","139.44","140.20","136.80","7.70M","0.19%"
"09/23/2024","139.25","141.98","144.00","137.20","23.08M","-1.42%"
"09/20/2024","141.25","145.99","146.39","140.30","29.41M","-3.02%"
"09/19/2024","145.65","142.95","148.00","142.05","11.44M","2.01%"
"09/18/2024","142.78","141.40","143.44","140.75","4.28M","1.22%"
"09/16/2024","141.06","142.00","144.50","140.45","6.93M","-0.80%"
"09/13/2024","142.20","140.11","144.40","139.41","14.13M","2.67%"
"09/12/2024","138.50","137.06","139.50","137.00","5.11M","0.97%"
"09/11/2024","137.17","136.00","137.83","134.60","4.19M","1.05%"
"09/10/2024","135.75","136.44","136.74","135.00","1.68M","-0.47%"
"09/09/2024","136.39","137.30","138.70","136.00","2.07M","-0.26%"
"09/06/2024","136.75","137.25","137.89","136.50","1.32M","-0.36%"
"09/05/2024","137.25","137.69","138.65","136.45","3.49M","-0.15%"
"09/04/2024","137.45","134.60","138.70","134.60","13.00M","2.38%"
"09/03/2024","134.25","133.50","134.70","133.50","1.14M","0.57%"
"09/02/2024","133.49","133.25","136.00","132.16","3.10M","0.60%"
"08/30/2024","132.70","133.05","134.40","132.60","1.30M","-0.23%"
"08/29/2024","133.00","132.53","133.47","131.92","1.14M","0.33%"
